frame_id,time,country_code,scraped_weather,collection_car,road_type,road_condition,time_of_day,num_lane_instances,num_vehicles,num_vulnerable_vehicles,num_pedestrians,num_traffic_lights,num_traffic_signs,longitude,latitude,solar_angle_elevation
93,2021-04-15T06:07:05.446343Z,PL,snow,india,city,wet,day,2.0,7.0,1.0,3.0,3.0,32.0,21.01709398171435,52.217548706198485,21.765566834849324
98,2021-04-20T17:11:53.329852Z,PL,partly-cloudy-day,india,city,normal,day,5.0,28.0,8.0,20.0,19.0,31.0,21.03536461721442,52.25119946285801,4.178346178419375
105,2021-04-28T20:33:33.332509Z,PL,clear-night,golf,city,normal,night,9.0,7.0,10.0,12.0,31.0,48.0,21.021177906506804,52.23123961388385,-18.188626565395538
113,2021-04-26T06:31:35.217603Z,PL,clear-day,golf,city,normal,day,4.0,15.0,2.0,22.0,16.0,47.0,20.99071800045142,52.225440841114846,28.608226703589267
121,2021-04-17T10:34:30.330924Z,PL,cloudy,india,city,normal,day,2.0,45.0,3.0,18.0,21.0,39.0,20.98055089209587,52.23645244647559,48.564248430899134
123,2021-04-18T15:35:11.330186Z,PL,cloudy,india,city,normal,day,15.0,11.0,7.0,10.0,17.0,41.0,21.015596810305063,52.22030390420712,18.12013425213486
126,2021-04-18T16:04:33.891575Z,PL,cloudy,india,city,normal,day,13.0,3.0,17.0,37.0,15.0,53.0,21.03044565909893,52.239373259085205,13.700386768090723
139,2021-04-29T13:15:19.662935Z,PL,cloudy,india,city,normal,day,5.0,36.0,4.0,19.0,36.0,43.0,21.021471397813045,52.20955086616696,40.76450530505108
145,2021-04-18T16:49:11.670153Z,PL,cloudy,india,city,normal,day,8.0,39.0,6.0,11.0,36.0,56.0,20.93656521179336,52.22532943212246,6.975634883970329
146,2021-05-04T14:54:23.105986Z,PL,cloudy,golf,city,normal,day,7.0,14.0,5.0,12.0,0.0,20.0,21.018882861125068,52.23714806134005,27.896080483026424
159,2021-04-30T12:12:36.333150Z,PL,partly-cloudy-day,india,city,normal,day,3.0,39.0,2.0,14.0,11.0,22.0,20.93960807533251,52.239606023716576,48.00826985482532
161,2021-04-29T13:16:11.330477Z,PL,cloudy,india,city,normal,day,0.0,40.0,5.0,17.0,23.0,41.0,21.02109535081873,52.21035163077892,40.63779378725927
166,2021-04-18T16:10:09.997482Z,PL,cloudy,india,city,normal,day,3.0,27.0,4.0,10.0,19.0,32.0,21.02411832102067,52.23256823705229,12.784395967904146
167,2021-04-20T16:57:13.781743Z,PL,partly-cloudy-day,india,city,normal,day,10.0,57.0,2.0,12.0,26.0,51.0,20.9796397406758,52.23661627083083,6.24083473060098
171,2021-04-20T17:01:19.552560Z,PL,cloudy,india,city,normal,day,14.0,35.0,4.0,13.0,37.0,62.0,21.00035542360481,52.24401691236534,5.644593840042916
173,2021-04-24T08:25:12.222499Z,PL,partly-cloudy-day,golf,city,normal,day,6.0,43.0,1.0,6.0,4.0,15.0,20.958792924911545,52.23172860135275,43.118309018455086
185,2021-04-29T13:21:57.336545Z,PL,cloudy,india,city,normal,day,9.0,42.0,10.0,31.0,26.0,49.0,21.016241064570828,52.222881559062586,39.996022677458335
187,2021-04-15T06:21:51.560289Z,PL,snow,india,city,wet,day,2.0,21.0,9.0,9.0,18.0,32.0,21.01724891930523,52.23112833844654,23.84966970273153
192,2021-04-29T13:23:15.671281Z,PL,cloudy,india,city,normal,day,17.0,32.0,8.0,9.0,30.0,40.0,21.01420512028704,52.225890779726655,39.73564632065505
195,2021-04-15T16:39:58.996552Z,PL,rain,india,city,normal,day,7.0,24.0,8.0,4.0,35.0,52.0,21.024751995979845,52.18608147641364,7.695930578464967
205,2021-04-29T13:26:40.774894Z,PL,cloudy,india,city,normal,day,3.0,21.0,4.0,21.0,22.0,26.0,21.00918608010065,52.23426789087912,39.31798032408522
208,2021-04-24T12:00:17.447059Z,PL,partly-cloudy-day,india,city,normal,day,2.0,17.0,5.0,11.0,4.0,11.0,20.95174835353982,52.227490629999046,47.35903538774122
210,2021-04-27T11:01:53.778687Z,PL,partly-cloudy-day,golf,city,normal,day,19.0,46.0,3.0,12.0,17.0,39.0,21.060506996742443,52.26882203078942,51.47135513540061
214,2021-04-29T13:09:23.889922Z,PL,cloudy,india,city,normal,day,3.0,30.0,3.0,23.0,26.0,25.0,21.02428487007045,52.1969771444361,41.52189634085313
222,2021-04-28T08:04:56.446854Z,PL,clear-day,india,city,normal,day,6.0,9.0,5.0,16.0,10.0,28.0,21.017117109159617,52.23683739963101,41.98304522434858
226,2021-04-29T13:46:19.995666Z,PL,cloudy,india,city,normal,day,7.0,22.0,2.0,12.0,10.0,24.0,20.98647665729885,52.256062878320506,36.640921076198914
229,2021-04-29T08:05:11.004847Z,PL,cloudy,india,city,normal,day,7.0,12.0,3.0,11.0,0.0,15.0,21.083994047094976,52.2445429563424,42.34635680236379
231,2021-04-29T13:33:17.115200Z,PL,cloudy,india,city,normal,day,2.0,15.0,2.0,15.0,24.0,31.0,21.00288358414166,52.242876267868176,38.42015630337641
233,2021-04-24T12:00:22.113889Z,PL,partly-cloudy-day,india,city,normal,day,2.0,23.0,5.0,15.0,4.0,11.0,20.95178446774389,52.2274884611289,47.35903538774122
235,2021-04-27T09:04:12.000383Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,10.0,7.0,20.0,5.0,29.0,20.98827349754617,52.24023204388006,47.86630984869147
236,2021-04-14T07:05:32.558681Z,PL,rain,india,city,wet,day,10.0,25.0,3.0,7.0,36.0,40.0,20.99214175129885,52.23175964639415,29.839073294764795
241,2021-04-29T08:05:18.005015Z,PL,cloudy,india,city,normal,day,6.0,24.0,2.0,33.0,16.0,20.0,21.08482872933116,52.244380993769234,42.34635680236379
250,2021-05-04T14:49:05.334668Z,PL,cloudy,golf,city,normal,day,13.0,13.0,14.0,17.0,18.0,43.0,21.00865228309561,52.23521276245132,28.653407184232336
255,2021-04-26T07:49:55.002739Z,PL,partly-cloudy-day,india,city,normal,day,25.0,37.0,4.0,11.0,41.0,42.0,20.99215185315357,52.23174333060329,39.459417311258775
256,2021-04-27T10:51:53.335257Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,34.0,1.0,27.0,12.0,40.0,21.040552392766653,52.250685445434335,51.70881468031228
260,2021-04-29T13:06:11.553237Z,PL,cloudy,india,city,normal,day,2.0,39.0,2.0,4.0,8.0,22.0,21.024342786660487,52.18514725885838,41.89964515646388
268,2021-04-29T13:51:22.000905Z,PL,cloudy,india,city,normal,day,7.0,24.0,5.0,3.0,26.0,58.0,20.981620618698223,52.25451070904033,35.98153467825123
275,2021-04-28T07:28:33.113245Z,PL,clear-day,india,city,normal,day,5.0,18.0,1.0,5.0,18.0,25.0,20.93607260469177,52.23975161556773,37.2972568082556
286,2021-04-27T11:35:30.445682Z,PL,partly-cloudy-day,golf,city,normal,day,3.0,11.0,1.0,17.0,7.0,29.0,21.038228621532475,52.25626267472265,49.95186460046123
295,2021-05-04T15:44:17.000339Z,PL,cloudy,india,city,normal,day,2.0,29.0,2.0,37.0,2.0,18.0,20.989397616606453,52.2405913787247,20.302376829867622
301,2021-05-02T08:02:18.778601Z,PL,rain,india,city,normal,day,6.0,14.0,3.0,16.0,9.0,13.0,21.070221048550987,52.24187197135012,42.83302635208221
307,2021-04-19T10:44:13.666033Z,PL,partly-cloudy-day,india,city,normal,day,6.0,25.0,2.0,13.0,14.0,48.0,20.99940588179064,52.23177040534664,49.22596398651054
311,2021-04-28T07:54:31.003496Z,PL,clear-day,india,city,normal,day,4.0,13.0,1.0,13.0,4.0,19.0,20.98217642238392,52.229770185067736,40.66376881105275
322,2021-04-24T07:19:33.224542Z,PL,partly-cloudy-day,golf,city,normal,day,4.0,28.0,2.0,10.0,2.0,41.0,20.96450364732033,52.21538802014237,34.89782072289424
324,2021-04-30T12:12:38.333187Z,PL,partly-cloudy-day,india,city,normal,day,3.0,22.0,2.0,14.0,19.0,31.0,20.939570518769862,52.239609605670886,48.00826985482532
326,2021-04-18T17:14:13.329309Z,PL,cloudy,india,city,normal,day,3.0,17.0,3.0,11.0,28.0,26.0,20.993486817343594,52.24163706854325,3.305706161497767
327,2021-04-26T07:46:20.999573Z,PL,partly-cloudy-day,india,city,normal,day,8.0,17.0,9.0,2.0,20.0,36.0,20.982712246195987,52.2298714340156,39.07485586401793
330,2021-04-14T11:51:27.774850Z,PL,rain,india,city,wet,day,13.0,16.0,2.0,14.0,22.0,36.0,20.977950793149898,52.23965388318781,44.90060223640226
343,2021-04-17T12:34:04.669454Z,PL,cloudy,india,city,normal,day,7.0,6.0,3.0,4.0,24.0,48.0,20.959281439506466,52.22840133804716,42.21727722760707
359,2021-04-18T15:59:17.553426Z,PL,cloudy,india,city,normal,day,3.0,0.0,8.0,28.0,5.0,13.0,21.017729523925208,52.23774670427912,14.468445627397074
360,2021-04-27T05:59:05.552422Z,PL,clear-day,golf,city,normal,day,6.0,12.0,1.0,10.0,1.0,34.0,20.994798253058697,52.22814042767254,24.081487763522063
362,2021-04-25T18:25:51.885773Z,PL,partly-cloudy-night,india,city,normal,twilight,9.0,9.0,3.0,12.0,44.0,51.0,20.949007856858547,52.23863655415808,-5.102381564404496
366,2021-04-29T13:23:04.004429Z,PL,cloudy,india,city,normal,day,6.0,38.0,2.0,17.0,19.0,44.0,21.014476234364423,52.22543980798041,39.73564632065505
369,2021-04-20T17:58:03.110473Z,PL,partly-cloudy-night,india,city,normal,twilight,4.0,11.0,3.0,7.0,8.0,15.0,21.052375191303465,52.23071763367579,-2.681097468570784
383,2021-04-29T13:16:07.663779Z,PL,cloudy,india,city,normal,day,0.0,38.0,3.0,15.0,16.0,27.0,21.021222881657557,52.21006282739414,40.63779378725927
385,2021-04-29T13:42:25.224745Z,PL,cloudy,india,city,normal,day,3.0,21.0,1.0,7.0,16.0,32.0,20.984308164347976,52.25292880582083,37.188637110413374
398,2021-04-17T10:16:27.113256Z,PL,cloudy,india,city,wet,day,2.0,12.0,2.0,10.0,9.0,20.0,21.00478048566154,52.2391742912507,48.3702795331876
406,2021-04-20T16:27:42.219513Z,PL,cloudy,india,city,normal,day,5.0,27.0,3.0,5.0,14.0,28.0,20.94707125857252,52.23873440569264,10.73367925298885
412,2021-04-18T15:27:10.889361Z,PL,partly-cloudy-day,india,city,normal,day,2.0,28.0,5.0,3.0,21.0,27.0,20.990666001330425,52.23144730012606,19.348152008248945
415,2021-04-24T11:23:22.108777Z,PL,partly-cloudy-day,india,city,normal,day,2.0,6.0,3.0,13.0,14.0,25.0,20.9852696318262,52.27001062507519,49.70443278460694
418,2021-04-26T09:04:19.665318Z,PL,partly-cloudy-day,golf,city,normal,day,4.0,17.0,13.0,10.0,7.0,35.0,21.005367897411244,52.22842471373547,47.58777371471901
421,2021-04-24T11:45:04.331302Z,PL,partly-cloudy-day,india,city,normal,day,3.0,9.0,2.0,12.0,7.0,17.0,20.9797167618232,52.25031464281312,48.44273501188716
422,2021-04-28T17:51:27.448179Z,PL,clear-night,golf,city,normal,day,3.0,11.0,2.0,4.0,12.0,35.0,20.98302259606476,52.22992562334713,0.6111054846678314
424,2021-05-04T14:54:11.105788Z,PL,cloudy,golf,city,normal,day,8.0,18.0,14.0,15.0,5.0,36.0,21.01790366629084,52.23700724041271,27.896080483026424
431,2021-04-29T13:17:18.998406Z,PL,cloudy,india,city,normal,day,6.0,47.0,1.0,11.0,19.0,36.0,21.020733728181472,52.21126181927009,40.51048789347493
442,2021-05-04T16:27:41.662224Z,PL,cloudy,golf,city,normal,day,13.0,43.0,7.0,16.0,8.0,26.0,21.01464723366579,52.22473569045717,13.733523526355867
444,2021-04-15T05:43:52.891869Z,PL,snow,india,city,wet,day,7.0,10.0,1.0,6.0,7.0,18.0,21.022996512167687,52.21590487102178,18.194772364234908
453,2021-04-18T17:05:48.887344Z,PL,cloudy,india,city,normal,day,9.0,37.0,1.0,13.0,14.0,64.0,20.95123209289394,52.2286852176743,4.619381195700768
454,2021-04-17T11:04:45.778593Z,PL,cloudy,india,city,wet,day,6.0,4.0,1.0,15.0,12.0,17.0,21.006983722616415,52.248360868508975,48.1644011419863
459,2021-04-19T08:33:46.105058Z,PL,partly-cloudy-day,india,city,normal,day,11.0,19.0,2.0,12.0,27.0,43.0,20.994999203576445,52.24052068088175,42.36967142039416
462,2021-04-29T07:51:05.557732Z,PL,cloudy,india,city,normal,day,3.0,25.0,2.0,3.0,23.0,27.0,20.999861983902203,52.22728503499668,40.57786611829224
463,2021-04-18T15:47:57.775706Z,PL,cloudy,india,city,normal,day,14.0,35.0,2.0,11.0,19.0,43.0,21.021203925780743,52.23163395705362,16.233728705245625
465,2021-04-29T07:52:18.225525Z,PL,cloudy,india,city,normal,day,4.0,25.0,3.0,11.0,7.0,21.0,21.00315286818141,52.2278475324507,40.70573878432216
475,2021-04-15T12:18:07.886407Z,PL,rain,india,city,wet,day,18.0,19.0,1.0,4.0,21.0,36.0,20.97041249312176,52.21321712118706,43.12790708596889
480,2021-04-17T10:05:28.002549Z,PL,cloudy,india,city,normal,day,10.0,24.0,2.0,9.0,23.0,26.0,20.98947646061234,52.26534121910706,48.0623723375909
483,2021-04-15T16:10:52.999817Z,PL,rain,india,city,normal,day,3.0,29.0,3.0,2.0,20.0,39.0,20.98664425155188,52.21025591031984,11.987694218246702
484,2021-04-15T11:18:34.891546Z,PL,rain,india,city,wet,day,10.0,5.0,4.0,6.0,5.0,36.0,21.030568187499952,52.23948401144735,47.01398108276514
485,2021-04-13T12:00:23.000429Z,PL,rain,india,city,normal,day,5.0,34.0,1.0,1.0,11.0,34.0,20.988176955194408,52.22639623521352,43.94541650527277
491,2021-05-04T15:46:15.220699Z,PL,cloudy,golf,city,normal,day,8.0,14.0,1.0,15.0,9.0,26.0,20.970412191648418,52.2062765538676,20.0230292679491
497,2021-04-15T11:27:40.001010Z,PL,rain,india,city,wet,day,8.0,17.0,2.0,9.0,21.0,39.0,21.0098706412679,52.23550479352616,46.62298967829837
498,2021-04-29T13:18:01.999116Z,PL,cloudy,india,city,normal,day,0.0,36.0,5.0,7.0,14.0,23.0,21.019659958601903,52.2121332586269,40.382836404069806
501,2021-04-18T16:51:13.772323Z,PL,cloudy,india,city,normal,day,11.0,18.0,3.0,7.0,23.0,48.0,20.93592987538725,52.22531216864728,6.679891167583136
503,2021-04-19T10:45:53.001031Z,PL,partly-cloudy-day,india,city,wet,day,3.0,39.0,8.0,13.0,29.0,46.0,20.997524150815234,52.2353399100777,49.215334515291055
508,2021-04-25T18:03:40.328515Z,PL,partly-cloudy-night,india,city,normal,twilight,2.0,26.0,1.0,2.0,2.0,8.0,21.004953141355077,52.2218687352815,-2.157454118778645
509,2021-04-15T06:10:27.216213Z,PL,snow,india,city,wet,day,4.0,26.0,2.0,5.0,14.0,18.0,21.013689433393,52.22684809046519,22.21202918950213
518,2021-04-15T12:48:56.884966Z,PL,rain,india,city,wet,day,8.0,17.0,3.0,4.0,0.0,16.0,21.018598733832,52.209324503703776,40.16867927006016
526,2021-04-15T11:18:08.891075Z,PL,rain,india,city,wet,day,6.0,8.0,3.0,2.0,13.0,33.0,21.030247646207066,52.239302889963774,47.01398108276514
531,2021-04-18T16:06:53.994351Z,PL,cloudy,india,city,normal,day,1.0,17.0,2.0,27.0,4.0,16.0,21.04270439373828,52.23860504138106,13.384106503974309
533,2021-04-29T13:48:08.330898Z,PL,cloudy,india,city,normal,day,2.0,22.0,3.0,5.0,6.0,20.0,20.98485513587217,52.25543171589531,36.39430280655365
536,2021-04-29T13:14:15.328401Z,PL,cloudy,india,city,normal,day,1.0,19.0,1.0,12.0,7.0,29.0,21.02173725082033,52.20889757228597,40.86575800729496
546,2021-04-14T09:37:41.004692Z,PL,rain,india,city,wet,day,2.0,8.0,1.0,6.0,6.0,16.0,21.03710592874708,52.25577573709404,45.80765877448712
550,2021-04-15T15:37:11.998420Z,PL,rain,india,city,wet,day,6.0,24.0,3.0,3.0,17.0,24.0,20.98551548389797,52.20528265295533,17.1192289186868
556,2021-04-29T13:19:59.667841Z,PL,cloudy,india,city,normal,day,6.0,3.0,1.0,13.0,1.0,7.0,21.01543284408037,52.21810693913957,40.18632947917451
557,2021-04-29T10:32:21.557468Z,PL,cloudy,india,city,normal,day,9.0,33.0,3.0,8.0,37.0,39.0,20.98385553115701,52.19902997077832,52.54619422090347
563,2021-04-15T12:57:37.328909Z,PL,rain,india,city,wet,day,4.0,6.0,2.0,8.0,6.0,25.0,21.021925765744907,52.23021663007881,39.13073391530328
564,2021-05-01T08:14:38.773412Z,PL,rain,india,city,normal,day,5.0,20.0,2.0,4.0,14.0,27.0,20.95261210460076,52.27638207482393,43.89156284144441
570,2021-05-04T16:30:10.663735Z,PL,cloudy,golf,city,normal,day,4.0,40.0,5.0,14.0,33.0,56.0,21.015159007939687,52.2180425796758,13.328368727168368
578,2021-04-15T16:36:34.559682Z,PL,rain,india,city,wet,day,9.0,30.0,1.0,9.0,38.0,41.0,21.01966274135273,52.18341642941653,8.136080282990548
590,2021-05-04T14:50:14.002387Z,PL,cloudy,golf,city,normal,day,8.0,13.0,6.0,9.0,13.0,28.0,21.0109161536286,52.2356674736211,28.501930519459314
591,2021-04-22T07:28:53.884151Z,PL,cloudy,golf,city,normal,day,12.0,15.0,1.0,3.0,3.0,25.0,21.07462584222961,52.24765192763296,35.61362507920423
592,2021-04-20T06:55:21.776704Z,PL,partly-cloudy-day,india,city,normal,day,3.0,16.0,1.0,2.0,2.0,9.0,21.019539997064104,52.17989240947569,30.37749418066143
595,2021-04-20T06:37:22.893470Z,PL,partly-cloudy-day,india,city,normal,day,5.0,5.0,1.0,7.0,16.0,24.0,20.97083178483267,52.20613751205325,27.739779466630708
599,2021-04-13T10:14:42.892761Z,PL,snow,india,city,wet,day,4.0,25.0,2.0,6.0,15.0,25.0,21.05413971711164,52.172820179360265,46.95771092392434
608,2021-05-03T17:19:03.334592Z,PL,rain,golf,city,normal,day,9.0,16.0,2.0,12.0,13.0,17.0,21.00652565387438,52.23479584105437,5.951714281470686
609,2021-04-28T17:53:35.216612Z,PL,clear-night,golf,city,normal,day,3.0,12.0,4.0,9.0,14.0,21.0,20.996048134282294,52.23254742788926,0.3689656623039781
618,2021-04-18T15:18:23.781209Z,PL,partly-cloudy-day,india,city,normal,day,2.0,13.0,3.0,5.0,7.0,19.0,20.948833703281124,52.22703113444016,20.72853543513142
620,2021-04-28T17:55:27.218254Z,PL,clear-night,golf,city,normal,day,6.0,17.0,9.0,11.0,37.0,60.0,21.001749983570107,52.233812623635096,0.1311969632999705
626,2021-05-03T17:24:46.106270Z,PL,rain,golf,city,normal,day,1.0,22.0,1.0,6.0,0.0,19.0,21.012979871014085,52.24334249549053,5.198206472434137
638,2021-04-14T10:56:13.551926Z,PL,rain,india,city,wet,day,5.0,35.0,1.0,3.0,40.0,53.0,20.98144188220554,52.25287697348232,47.30738150531622
643,2021-04-20T16:29:03.554128Z,PL,cloudy,india,city,normal,day,3.0,23.0,1.0,12.0,14.0,37.0,20.95390709208345,52.23803912122947,10.428180362248582
649,2021-04-27T15:18:37.330090Z,PL,cloudy,india,city,normal,day,2.0,20.0,2.0,9.0,13.0,28.0,20.966733287547136,52.23711004682455,22.748704557401908
651,2021-04-29T13:21:39.002946Z,PL,cloudy,india,city,normal,day,3.0,63.0,1.0,17.0,16.0,27.0,21.016538181762133,52.22235617524002,39.996022677458335
656,2021-04-26T08:59:17.226909Z,PL,partly-cloudy-day,golf,city,normal,day,2.0,13.0,2.0,3.0,8.0,11.0,20.98954038203836,52.23124171781463,47.13159252231711
658,2021-04-29T13:25:05.106555Z,PL,cloudy,india,city,normal,day,20.0,14.0,3.0,1.0,13.0,20.0,21.01224406746656,52.22952253762567,39.4748723646732
661,2021-04-15T09:50:28.334264Z,PL,rain,india,city,wet,day,5.0,34.0,3.0,4.0,26.0,35.0,21.024046610559225,52.19912222253039,46.86027185735772
665,2021-04-22T06:03:32.002472Z,PL,rain,golf,city,wet,day,7.0,37.0,4.0,2.0,13.0,30.0,21.04546694055029,52.24758348155505,23.3189969106668
667,2021-04-15T14:00:03.664946Z,PL,rain,india,city,wet,day,3.0,21.0,4.0,3.0,34.0,31.0,21.038764504740676,52.26942783342011,31.236239995781773
668,2021-04-15T15:52:45.114432Z,PL,rain,india,city,wet,day,9.0,59.0,2.0,3.0,4.0,36.0,20.974313040716588,52.220910740172336,14.845227891716632
671,2021-04-15T16:32:25.888755Z,PL,rain,india,city,wet,day,9.0,53.0,1.0,7.0,16.0,31.0,21.012058977928923,52.173542187592254,8.741342601074152
672,2021-04-14T07:02:19.555828Z,PL,rain,india,city,wet,day,5.0,18.0,1.0,5.0,16.0,38.0,20.98260722153237,52.22987254905137,29.41741907860529
675,2021-04-13T12:01:32.334923Z,PL,rain,india,city,normal,day,3.0,28.0,1.0,14.0,24.0,46.0,20.98575553962576,52.22924621113591,43.86914515015088
681,2021-04-19T10:21:13.109677Z,PL,partly-cloudy-day,india,city,normal,day,3.0,26.0,2.0,5.0,2.0,31.0,20.98978654703473,52.24612192960128,49.14052565192952
685,2021-04-29T07:52:24.558983Z,PL,cloudy,india,city,normal,day,4.0,23.0,1.0,9.0,21.0,47.0,21.00392965073673,52.22805841788105,40.70573878432216
689,2021-04-24T11:42:58.995776Z,PL,partly-cloudy-day,india,city,normal,day,5.0,16.0,1.0,13.0,33.0,34.0,20.98321603562012,52.25407028983127,48.593918050960696
692,2021-04-29T12:36:51.222420Z,PL,cloudy,india,city,normal,day,12.0,34.0,1.0,11.0,15.0,16.0,21.012130558502857,52.17363281646672,45.34035035100933
698,2021-04-29T07:55:20.995209Z,PL,cloudy,india,city,normal,day,3.0,37.0,1.0,8.0,13.0,24.0,21.0149764351996,52.2304562594264,41.08813615531073
699,2021-04-17T10:17:29.447528Z,PL,cloudy,india,city,normal,day,7.0,26.0,7.0,9.0,5.0,28.0,21.007528892321258,52.23667711652185,48.38568478271044
700,2021-04-22T05:47:27.887607Z,PL,rain,golf,city,wet,day,1.0,28.0,1.0,3.0,3.0,16.0,21.02585758801428,52.259127185693615,20.883341436088003
708,2021-05-03T17:21:06.336358Z,PL,rain,golf,city,normal,day,6.0,18.0,0.0,10.0,6.0,17.0,21.01150271025797,52.23578968206832,5.666628193211622
709,2021-04-17T10:17:23.447401Z,PL,cloudy,india,city,normal,day,4.0,56.0,3.0,9.0,9.0,21.0,21.00719896459244,52.23723194272119,48.38568478271044
715,2021-04-15T06:56:36.327395Z,PL,snow,india,city,wet,day,8.0,17.0,1.0,12.0,5.0,26.0,21.007113583677164,52.22291216497715,28.92100908015813
722,2021-05-04T08:13:29.890470Z,PL,cloudy,golf,city,normal,day,5.0,38.0,1.0,4.0,11.0,12.0,20.962323247148277,52.19477265018568,44.652739710809485
723,2021-04-19T09:56:44.884443Z,PL,partly-cloudy-day,india,city,normal,day,7.0,6.0,2.0,3.0,5.0,19.0,20.980226855294728,52.253308847236205,48.47733978787338
724,2021-04-14T07:22:22.773903Z,PL,rain,india,city,wet,day,4.0,31.0,3.0,3.0,16.0,27.0,21.020810660367065,52.21115036896629,32.187333730356364
725,2021-04-29T13:39:33.555137Z,PL,cloudy,india,city,normal,day,3.0,6.0,2.0,4.0,4.0,5.0,20.987061421975863,52.24962855611287,37.54986536314433
727,2021-05-04T06:28:58.550780Z,PL,partly-cloudy-day,golf,city,normal,day,3.0,12.0,2.0,5.0,12.0,19.0,20.983056244150617,52.23237040360853,30.334877779309927
743,2021-04-15T07:18:34.115690Z,PL,rain,india,city,wet,day,4.0,35.0,1.0,8.0,22.0,30.0,20.97874518844143,52.22941878371562,31.949728550256225
746,2021-04-29T07:42:44.549717Z,PL,cloudy,india,city,normal,day,8.0,19.0,1.0,7.0,0.0,19.0,20.985608011136204,52.24081176260407,39.48817845939022
761,2021-04-22T07:02:26.891581Z,PL,cloudy,golf,city,wet,day,6.0,24.0,1.0,6.0,0.0,14.0,21.098779612986995,52.24008976850333,31.999160396421303
764,2021-04-15T13:45:38.216873Z,PL,rain,india,city,wet,day,6.0,4.0,1.0,8.0,5.0,18.0,21.04286586585001,52.27296213771282,33.24641472310102
